;app_id;dev_id;hardware_serial;port;counter;is_retry;latitude;longitude;distancia;time;frequency;modulation;data_rate;airtime;coding_rate;gtw_id;timestamp;gtime;channel;rssi;snr;rf_chain;glatitude;glongitude;altitude;location_source
852;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;11;False;-3.7483470000000003;-38.579246000000005;233.53;2019-12-11T13:29:23.255976951Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;4293132092;;2;-106;2.8;0;-3.7464726;-38.578144;1;registry
853;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;12;False;-3.7483489999999997;-38.579249;233.9;2019-12-11T13:29:27.612651361Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;2527092;;2;-108;3.5;0;-3.7464726;-38.578144;1;registry
854;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;13;False;-3.74835;-38.579251;234.11;2019-12-11T13:29:31.63024566Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;6541148;;2;-110;3.2;0;-3.7464726;-38.578144;1;registry
863;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;22;False;-3.748648;-38.579071;253.88;2019-12-11T13:30:08.39093445Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;43291748;;2;-90;5.0;0;-3.7464726;-38.578144;1;registry
864;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;23;False;-3.748647;-38.57907;253.73;2019-12-11T13:30:11.971644974Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;46880052;;2;-89;6.2;0;-3.7464726;-38.578144;1;registry
865;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;24;False;-3.748646;-38.579072;253.72;2019-12-11T13:30:17.080205886Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;51987540;;2;-90;6.0;0;-3.7464726;-38.578144;1;registry
866;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;25;False;-3.748645;-38.579072;253.62;2019-12-11T13:30:21.418880135Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;56326228;;2;-88;6.8;0;-3.7464726;-38.578144;1;registry
867;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;26;False;-3.748642;-38.579071;253.27;2019-12-11T13:30:26.429830387Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;61337820;;2;-91;6.0;0;-3.7464726;-38.578144;1;registry
868;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;27;False;-3.748644;-38.57907;253.43;2019-12-11T13:30:30.926941017Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;65838836;;2;-89;5.0;0;-3.7464726;-38.578144;1;registry
869;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;28;False;-3.748645;-38.579069;253.48;2019-12-11T13:30:35.913121372Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;70820924;;2;-95;6.0;0;-3.7464726;-38.578144;1;registry
870;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;29;False;-3.748646;-38.579065;253.4;2019-12-11T13:30:40.178277944Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;75085836;;2;-88;6.0;0;-3.7464726;-38.578144;1;registry
871;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;30;False;-3.748648;-38.579065;253.6;2019-12-11T13:30:43.874890295Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;78781164;;2;-101;6.2;0;-3.7464726;-38.578144;1;registry
872;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;31;False;-3.748647;-38.579065;253.5;2019-12-11T13:30:47.963561322Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;82877852;;2;-100;5.5;0;-3.7464726;-38.578144;1;registry
873;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;32;False;-3.748645;-38.579071;253.57;2019-12-11T13:30:52.82547148Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;87735980;;2;-93;6.0;0;-3.7464726;-38.578144;1;registry
897;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;57;False;-3.747925;-38.578631;160.87;2019-12-11T13:32:39.178221725Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;194087348;;2;-92;7.0;0;-3.7464726;-38.578144;1;registry
898;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;58;False;-3.747923;-38.578634;160.77;2019-12-11T13:32:42.895359988Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;197806372;;2;-103;6.2;0;-3.7464726;-38.578144;1;registry
899;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;59;False;-3.747922;-38.578635;160.71;2019-12-11T13:32:46.490545003Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;201394756;;2;-86;6.5;0;-3.7464726;-38.578144;1;registry
900;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;60;False;-3.747921;-38.578635;160.61;2019-12-11T13:32:51.765091249Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;206673500;;2;-99;6.5;0;-3.7464726;-38.578144;1;registry
901;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;61;False;-3.7479190000000004;-38.578634;160.36;2019-12-11T13:32:56.259402424Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;211168700;;2;-93;6.5;0;-3.7464726;-38.578144;1;registry
902;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;62;False;-3.747918;-38.578633;160.22;2019-12-11T13:33:00.116653302Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;215020540;;2;-113;5.2;0;-3.7464726;-38.578144;1;registry
903;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;63;False;-3.747918;-38.578631;160.14;2019-12-11T13:33:05.309003498Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;220215180;;2;-96;6.5;0;-3.7464726;-38.578144;1;registry
904;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;64;False;-3.7479160000000005;-38.57863;159.89;2019-12-11T13:33:09.196429382Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;224108340;;2;-101;3.5;0;-3.7464726;-38.578144;1;registry
905;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;65;False;-3.7479160000000005;-38.578629;159.85;2019-12-11T13:33:14.388327469Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;229294140;;2;-95;6.5;0;-3.7464726;-38.578144;1;registry
906;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;66;False;-3.7479160000000005;-38.578628;159.81;2019-12-11T13:33:18.843711762Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;233748020;;2;-107;5.5;0;-3.7464726;-38.578144;1;registry
943;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;108;False;-3.74703;-38.577075;127.53;2019-12-11T13:36:23.14193425Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;418045244;;2;-112;1.0;0;-3.7464726;-38.578144;1;registry
944;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;109;False;-3.7470260000000004;-38.577075;127.35;2019-12-11T13:36:27.193620334Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;422094796;;2;-107;-0.8;0;-3.7464726;-38.578144;1;registry
945;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;110;False;-3.7470230000000004;-38.577077;127.01;2019-12-11T13:36:32.361384536Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;427271756;;2;-112;-0.5;0;-3.7464726;-38.578144;1;registry
946;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;111;False;-3.7470199999999996;-38.577081;126.47;2019-12-11T13:36:36.988878485Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;431899772;;2;-108;1.0;0;-3.7464726;-38.578144;1;registry
947;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;112;False;-3.747015;-38.577086;125.74;2019-12-11T13:36:40.578335585Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;435488204;;2;-107;3.2;0;-3.7464726;-38.578144;1;registry
948;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;113;False;-3.747014;-38.577088;125.49;2019-12-11T13:36:44.306700074Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;439214556;;2;-107;2.0;0;-3.7464726;-38.578144;1;registry
949;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;114;False;-3.7470120000000002;-38.577092;125.0;2019-12-11T13:36:49.268132131Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;444170188;;2;-108;2.5;0;-3.7464726;-38.578144;1;registry
950;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;115;False;-3.7470120000000002;-38.577092;125.0;2019-12-11T13:36:54.264509991Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;449167108;;2;-107;-2.0;0;-3.7464726;-38.578144;1;registry
951;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;116;False;-3.747015;-38.577093;125.03;2019-12-11T13:36:59.362539992Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;454264404;;2;-109;-1.0;0;-3.7464726;-38.578144;1;registry
952;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;118;False;-3.7470199999999996;-38.577094;125.15;2019-12-11T13:37:08.17291326Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;463074812;;2;-111;0.0;0;-3.7464726;-38.578144;1;registry
953;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;119;False;-3.747018;-38.577096000000004;124.86;2019-12-11T13:37:13.394465743Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;468296044;;2;-107;1.2;0;-3.7464726;-38.578144;1;registry
954;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;120;False;-3.747017;-38.577095;124.91;2019-12-11T13:37:17.759327917Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;472667292;;2;-109;0.5;0;-3.7464726;-38.578144;1;registry
969;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;149;False;-3.746785;-38.576448;187.9;2019-12-11T13:39:20.657310996Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;595564660;;2;-117;-14.8;0;-3.7464726;-38.578144;1;registry
977;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;195;False;-3.7465919999999997;-38.575965999999994;239.87;2019-12-11T13:42:35.62175932Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;790517340;;2;-115;-10.2;0;-3.7464726;-38.578144;1;registry
978;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;197;False;-3.7465900000000003;-38.575972;239.2;2019-12-11T13:42:43.779971995Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;798683612;;2;-114;-9.5;0;-3.7464726;-38.578144;1;registry
979;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;199;False;-3.7465919999999997;-38.575967999999996;239.65;2019-12-11T13:42:50.959196614Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;805863324;;2;-114;-7.0;0;-3.7464726;-38.578144;1;registry
980;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;200;False;-3.7465910000000004;-38.575964;240.09;2019-12-11T13:42:55.453119288Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;810354076;;2;-114;-14.0;0;-3.7464726;-38.578144;1;registry
984;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;289;False;-3.7435620000000003;-38.576008;408.88;2019-12-11T13:49:22.83149Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1197721580;;2;-114;-13.5;0;-3.7464726;-38.578144;1;registry
987;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;295;False;-3.7435379999999996;-38.576012;410.81;2019-12-11T13:49:48.233922861Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1223121796;;2;-115;-12.2;0;-3.7464726;-38.578144;1;registry
988;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;296;False;-3.743536;-38.576014;410.87;2019-12-11T13:49:53.116232494Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1228012492;;2;-115;-10.0;0;-3.7464726;-38.578144;1;registry
989;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;297;False;-3.743531;-38.576014;411.33;2019-12-11T13:49:58.388866025Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1233286828;;2;-114;-11.8;0;-3.7464726;-38.578144;1;registry
990;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;298;False;-3.7435300000000002;-38.576018;411.17;2019-12-11T13:50:02.96039415Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1237846676;;2;-114;-13.8;0;-3.7464726;-38.578144;1;registry
991;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;299;False;-3.7435300000000002;-38.576023;410.85;2019-12-11T13:50:06.771550285Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1241666340;;2;-113;-9.8;0;-3.7464726;-38.578144;1;registry
1001;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;383;False;-3.745244;-38.576976;195.04;2019-12-11T13:56:05.674138839Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1600559612;;2;-114;-8.2;0;-3.7464726;-38.578144;1;registry
1002;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;385;False;-3.745243;-38.576977;195.05;2019-12-11T13:56:14.507281398Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1609390092;;2;-115;-9.8;0;-3.7464726;-38.578144;1;registry
1003;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;386;False;-3.7452449999999997;-38.57698;194.67;2019-12-11T13:56:18.199180551Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1613089988;;2;-117;-11.2;0;-3.7464726;-38.578144;1;registry
1004;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;387;False;-3.745244;-38.576980999999996;194.68;2019-12-11T13:56:22.590448574Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1617481996;;2;-115;-9.5;0;-3.7464726;-38.578144;1;registry
1005;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;388;False;-3.745244;-38.576975;195.11;2019-12-11T13:56:26.439311863Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1621328020;;2;-115;-8.8;0;-3.7464726;-38.578144;1;registry
1006;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;389;False;-3.745244;-38.576972;195.33;2019-12-11T13:56:30.047215237Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1624932044;;2;-114;-9.2;0;-3.7464726;-38.578144;1;registry
1007;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;394;False;-3.7452419999999997;-38.576976;195.21;2019-12-11T13:56:54.536889165Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1649427244;;2;-115;-13.0;0;-3.7464726;-38.578144;1;registry
1018;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;417;False;-3.745736;-38.577915000000004;95.6;2019-12-11T13:58:34.750830297Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1749627836;;2;-98;3.2;0;-3.7464726;-38.578144;1;registry
1021;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;420;False;-3.745735;-38.57792;95.57;2019-12-11T13:58:48.311097527Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1763197060;;2;-108;1.8;0;-3.7464726;-38.578144;1;registry
1022;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;421;False;-3.7457309999999997;-38.577913;96.19;2019-12-11T13:58:52.223842322Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1767113884;;2;-112;0.8;0;-3.7464726;-38.578144;1;registry
1023;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;422;False;-3.7457290000000003;-38.577914;96.38;2019-12-11T13:58:57.31613254Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1772196508;;2;-113;-1.5;0;-3.7464726;-38.578144;1;registry
1024;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;423;False;-3.7457279999999997;-38.577908;96.65;2019-12-11T13:59:01.997412692Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1776886588;;2;-111;3.5;0;-3.7464726;-38.578144;1;registry
1025;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;424;False;-3.745732;-38.577907;96.25;2019-12-11T13:59:06.053438368Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1780945116;;2;-109;1.8;0;-3.7464726;-38.578144;1;registry
1026;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;425;False;-3.745735;-38.577905;95.98;2019-12-11T13:59:10.935765364Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1785818180;;2;-110;1.0;0;-3.7464726;-38.578144;1;registry
1027;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;427;False;-3.745737;-38.577899;95.94;2019-12-11T13:59:19.755568851Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1794646476;;2;-111;1.2;0;-3.7464726;-38.578144;1;registry
1028;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;428;False;-3.745738;-38.577895;95.95;2019-12-11T13:59:24.303507922Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1799183100;;2;-114;0.0;0;-3.7464726;-38.578144;1;registry
1029;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;429;False;-3.745739;-38.577894;95.87;2019-12-11T13:59:27.89175939Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1802774564;;2;-113;-1.5;0;-3.7464726;-38.578144;1;registry
1030;bus_gps_data;gps_sensor_5;000522A620B00D9B;1;431;False;-3.745741;-38.577894;95.66;2019-12-11T13:59:36.2652069Z;916.8;LORA;SF10BW125;493568000;4/5;eui-b827ebfffeb50b01;1811152716;;2;-113;-1.2;0;-3.7464726;-38.578144;1;registry
1150;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;48;False;-3.7464809999999997;-38.577926;24.36;2019-12-10T13:59:11.303255397Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;589217819;;2;-105;6.2;0;-3.7464726;-38.578144;1;registry
1151;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;48;False;-3.746486;-38.577923;24.45;2019-12-10T13:59:15.106982276Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;593010292;;2;-95;7.8;0;-3.7464726;-38.578144;1;registry
1152;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;49;False;-3.746486;-38.577923;24.45;2019-12-10T13:59:15.556665506Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;593465139;;2;-103;6.0;0;-3.7464726;-38.578144;1;registry
1153;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;49;False;-3.746489;-38.577919;24.74;2019-12-10T13:59:19.419644875Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;597325452;;2;-99;7.0;0;-3.7464726;-38.578144;1;registry
1154;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;50;False;-3.746489;-38.577919;24.74;2019-12-10T13:59:19.694411893Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;597526555;;2;-90;7.0;0;-3.7464726;-38.578144;1;registry
1186;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;65;False;-3.747014;-38.577616;75.28;2019-12-10T14:00:27.332449673Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;665244540;;2;-99;7.5;0;-3.7464726;-38.578144;1;registry
1189;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;69;False;-3.747018;-38.577626;74.74;2019-12-10T14:00:33.575584636Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;671486891;;2;-100;6.8;0;-3.7464726;-38.578144;1;registry
1190;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;67;False;-3.747018;-38.577626;74.74;2019-12-10T14:00:35.059967343Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;672966540;;2;-96;8.2;0;-3.7464726;-38.578144;1;registry
1191;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;70;False;-3.7470209999999997;-38.577627;74.88;2019-12-10T14:00:37.676924392Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;675589603;;2;-100;6.2;0;-3.7464726;-38.578144;1;registry
1192;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;68;False;-3.747025;-38.577628999999995;75.02;2019-12-10T14:00:38.302736258Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;676206692;;2;-102;8.2;0;-3.7464726;-38.578144;1;registry
1193;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;71;False;-3.7470260000000004;-38.57763;75.01;2019-12-10T14:00:41.546019884Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;679459171;;2;-106;6.5;0;-3.7464726;-38.578144;1;registry
1194;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;69;False;-3.747029;-38.577631;75.16;2019-12-10T14:00:42.356403056Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;680260612;;2;-105;6.5;0;-3.7464726;-38.578144;1;registry
1195;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;72;False;-3.7470339999999998;-38.577631;75.54;2019-12-10T14:00:45.19374103Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;683104427;;2;-103;6.0;0;-3.7464726;-38.578144;1;registry
1196;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;70;False;-3.747035;-38.577631;75.61;2019-12-10T14:00:45.847072049Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;683752356;;2;-102;7.2;0;-3.7464726;-38.578144;1;registry
1197;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;73;False;-3.747033;-38.577628999999995;75.62;2019-12-10T14:00:49.69964781Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;687611467;;2;-95;6.0;0;-3.7464726;-38.578144;1;registry
1198;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;71;False;-3.747033;-38.577631;75.46;2019-12-10T14:00:50.697201741Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;688601700;;2;-97;8.5;0;-3.7464726;-38.578144;1;registry
1199;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;74;False;-3.747035;-38.577637;75.13;2019-12-10T14:00:53.761591674Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;691672883;;2;-99;5.0;0;-3.7464726;-38.578144;1;registry
1200;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;72;False;-3.747035;-38.577637;75.13;2019-12-10T14:00:54.788036685Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;692527292;;2;-103;7.8;0;-3.7464726;-38.578144;1;registry
1201;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;75;False;-3.747038;-38.577641;75.04;2019-12-10T14:00:57.320420036Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;695226643;;2;-97;5.8;0;-3.7464726;-38.578144;1;registry
1202;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;73;False;-3.747038;-38.577641;75.04;2019-12-10T14:00:59.450222702Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;697356116;;2;-102;7.8;0;-3.7464726;-38.578144;1;registry
1203;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;76;False;-3.747038;-38.577644;74.8;2019-12-10T14:01:02.039675899Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;699946187;;2;-97;6.8;0;-3.7464726;-38.578144;1;registry
1204;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;74;False;-3.747036;-38.577643;74.73;2019-12-10T14:01:02.854148754Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;700759340;;2;-99;8.5;0;-3.7464726;-38.578144;1;registry
1205;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;77;False;-3.747032;-38.577636;74.98;2019-12-10T14:01:05.210147663Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;703118499;;2;-101;6.8;0;-3.7464726;-38.578144;1;registry
1206;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;75;False;-3.747033;-38.577634;75.22;2019-12-10T14:01:07.252915882Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;705154172;;2;-99;6.2;0;-3.7464726;-38.578144;1;registry
1207;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;78;False;-3.747035;-38.57763;75.69;2019-12-10T14:01:09.532392654Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;707429251;;2;-100;5.5;0;-3.7464726;-38.578144;1;registry
1240;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;95;False;-3.7474239999999996;-38.57717;142.57;2019-12-10T14:02:18.398481394Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;776291915;;2;-85;6.8;0;-3.7464726;-38.578144;1;registry
1241;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;94;False;-3.7474239999999996;-38.577169;142.66;2019-12-10T14:02:19.100404389Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;777005772;;2;-88;8.0;0;-3.7464726;-38.578144;1;registry
1242;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;96;False;-3.7474279999999998;-38.577166999999996;143.12;2019-12-10T14:02:21.561855315Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;779464235;;2;-88;6.2;0;-3.7464726;-38.578144;1;registry
1243;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;95;False;-3.7474300000000005;-38.577165;143.43;2019-12-10T14:02:24.006051595Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;781908244;;2;-93;8.2;0;-3.7464726;-38.578144;1;registry
1245;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;98;False;-3.7474410000000002;-38.577156;144.99;2019-12-10T14:02:28.996664207Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;786900043;;2;-89;6.8;0;-3.7464726;-38.578144;1;registry
