;app_id;dev_id;hardware_serial;port;counter;is_retry;latitude;longitude;distancia;time;frequency;modulation;data_rate;airtime;coding_rate;gtw_id;timestamp;gtime;channel;rssi;snr;rf_chain;glatitude;glongitude;altitude;location_source
1246;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;97;False;-3.747443;-38.577157;145.06;2019-12-10T14:02:31.752131737Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;789656812;;2;-93;7.2;0;-3.7464726;-38.578144;1;registry
1247;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;100;False;-3.747447;-38.577157;145.36;2019-12-10T14:02:35.335712896Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;793241643;;2;-88;1.2;0;-3.7464726;-38.578144;1;registry
1248;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;98;False;-3.747447;-38.577157;145.36;2019-12-10T14:02:35.604925502Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;793293212;;2;-89;8.0;0;-3.7464726;-38.578144;1;registry
1249;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;101;False;-3.7474489999999996;-38.577156;145.59;2019-12-10T14:02:38.659069929Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;796560755;;2;-87;7.2;0;-3.7464726;-38.578144;1;registry
1250;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;99;False;-3.7474489999999996;-38.577156;145.59;2019-12-10T14:02:39.502916374Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;797407692;;2;-93;3.0;0;-3.7464726;-38.578144;1;registry
1251;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;102;False;-3.7474510000000003;-38.577156;145.74;2019-12-10T14:02:42.537683712Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;800445083;;2;-87;7.0;0;-3.7464726;-38.578144;1;registry
1252;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;100;False;-3.7474510000000003;-38.577156;145.74;2019-12-10T14:02:43.482956994Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;801392324;;2;-91;8.2;0;-3.7464726;-38.578144;1;registry
1253;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;103;False;-3.7474550000000004;-38.577159;145.79;2019-12-10T14:02:45.737371163Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;803638811;;2;-90;6.5;0;-3.7464726;-38.578144;1;registry
1254;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;101;False;-3.747458;-38.577161;145.86;2019-12-10T14:02:47.573607234Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;805477276;;2;-93;7.2;0;-3.7464726;-38.578144;1;registry
1255;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;104;False;-3.747466;-38.577166;146.05;2019-12-10T14:02:48.963688847Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;806870915;;2;-87;7.0;0;-3.7464726;-38.578144;1;registry
1256;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;102;False;-3.747468;-38.577168;146.04;2019-12-10T14:02:51.135682361Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;809045780;;2;-96;7.5;0;-3.7464726;-38.578144;1;registry
1257;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;105;False;-3.74747;-38.577169;146.12;2019-12-10T14:02:52.721035395Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;810628355;;2;-91;7.0;0;-3.7464726;-38.578144;1;registry
1258;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;103;False;-3.747471;-38.577169;146.19;2019-12-10T14:02:54.384882306Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;812285916;;2;-97;6.8;0;-3.7464726;-38.578144;1;registry
1259;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;104;False;-3.747474;-38.577171;146.26;2019-12-10T14:02:58.120249612Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;816027020;;2;-96;7.0;0;-3.7464726;-38.578144;1;registry
1260;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;107;False;-3.7474760000000003;-38.577171;146.41;2019-12-10T14:03:00.142802626Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;818045811;;2;-88;6.5;0;-3.7464726;-38.578144;1;registry
1261;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;105;False;-3.7474769999999995;-38.577172;146.41;2019-12-10T14:03:02.862869345Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;820764196;;2;-95;8.0;0;-3.7464726;-38.578144;1;registry
1262;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;108;False;-3.7474769999999995;-38.577171;146.49;2019-12-10T14:03:03.855050268Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;821756019;;2;-94;6.0;0;-3.7464726;-38.578144;1;registry
1263;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;106;False;-3.7474870000000005;-38.577151;148.87;2019-12-10T14:03:06.329611357Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;824235300;;2;-91;8.0;0;-3.7464726;-38.578144;1;registry
1291;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;125;False;-3.74787;-38.576646999999994;218.92;2019-12-10T14:04:06.104436144Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;884002267;;2;-97;6.0;0;-3.7464726;-38.578144;1;registry
1292;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;121;False;-3.74787;-38.576648999999996;218.75;2019-12-10T14:04:06.788275775Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;884694396;;2;-97;6.8;0;-3.7464726;-38.578144;1;registry
1293;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;126;False;-3.7478730000000002;-38.576644;219.39;2019-12-10T14:04:10.086011994Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;887989907;;2;-102;4.5;0;-3.7464726;-38.578144;1;registry
1294;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;122;False;-3.747874;-38.576644;219.46;2019-12-10T14:04:10.828741509Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;888732164;;2;-99;7.0;0;-3.7464726;-38.578144;1;registry
1295;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;127;False;-3.7478730000000002;-38.576642;219.55;2019-12-10T14:04:13.263020589Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;891162211;;2;-107;5.5;0;-3.7464726;-38.578144;1;registry
1296;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;123;False;-3.747872;-38.576640999999995;219.56;2019-12-10T14:04:14.292352058Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;892191476;;2;-105;6.8;0;-3.7464726;-38.578144;1;registry
1297;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;128;False;-3.7478730000000002;-38.576639;219.8;2019-12-10T14:04:16.519132472Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;894419363;;2;-112;2.2;0;-3.7464726;-38.578144;1;registry
1298;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;124;False;-3.7478730000000002;-38.576638;219.89;2019-12-10T14:04:18.59121598Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;896497780;;2;-97;8.2;0;-3.7464726;-38.578144;1;registry
1299;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;129;False;-3.7478730000000002;-38.576634999999996;220.14;2019-12-10T14:04:21.051688087Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;898955939;;2;-97;6.8;0;-3.7464726;-38.578144;1;registry
1300;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;125;False;-3.747874;-38.576636;220.13;2019-12-10T14:04:22.669528573Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;900567988;;2;-97;7.0;0;-3.7464726;-38.578144;1;registry
1301;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;130;False;-3.747875;-38.576634000000006;220.37;2019-12-10T14:04:24.576796471Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;902486107;;2;-102;6.0;0;-3.7464726;-38.578144;1;registry
1302;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;126;False;-3.747876;-38.576634000000006;220.44;2019-12-10T14:04:25.911742977Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;903808156;;2;-114;3.2;0;-3.7464726;-38.578144;1;registry
1303;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;127;False;-3.7478769999999995;-38.576634999999996;220.43;2019-12-10T14:04:29.141392625Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;907046796;;2;-99;8.0;0;-3.7464726;-38.578144;1;registry
1304;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;131;False;-3.7478769999999995;-38.576634000000006;220.52;2019-12-10T14:04:29.413736589Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;907182043;;2;-99;6.0;0;-3.7464726;-38.578144;1;registry
1305;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;132;False;-3.747876;-38.576634999999996;220.36;2019-12-10T14:04:32.662484474Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;910561699;;2;-102;6.0;0;-3.7464726;-38.578144;1;registry
1306;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;128;False;-3.747876;-38.576634999999996;220.36;2019-12-10T14:04:33.354951768Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;911254196;;2;-101;7.5;0;-3.7464726;-38.578144;1;registry
1307;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;129;False;-3.747875;-38.576636;220.2;2019-12-10T14:04:36.731552218Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;914630852;;2;-103;8.2;0;-3.7464726;-38.578144;1;registry
1308;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;133;False;-3.747876;-38.576636;220.28;2019-12-10T14:04:37.000141307Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;914859227;;2;-101;6.2;0;-3.7464726;-38.578144;1;registry
1309;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;130;False;-3.747875;-38.576636;220.2;2019-12-10T14:04:39.963813172Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;917870996;;2;-102;6.0;0;-3.7464726;-38.578144;1;registry
1310;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;134;False;-3.747875;-38.576636;220.2;2019-12-10T14:04:40.607068879Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;918507459;;2;-103;5.8;0;-3.7464726;-38.578144;1;registry
1311;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;131;False;-3.747876;-38.576634999999996;220.36;2019-12-10T14:04:43.201328931Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;921109636;;2;-99;7.5;0;-3.7464726;-38.578144;1;registry
1312;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;135;False;-3.747876;-38.576634999999996;220.36;2019-12-10T14:04:45.072339672Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;922976155;;2;-103;6.2;0;-3.7464726;-38.578144;1;registry
1313;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;132;False;-3.747876;-38.576634999999996;220.36;2019-12-10T14:04:46.738643906Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;924638260;;2;-105;7.2;0;-3.7464726;-38.578144;1;registry
1314;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;136;False;-3.747876;-38.576634999999996;220.36;2019-12-10T14:04:48.553059312Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;926456163;;2;-105;5.8;0;-3.7464726;-38.578144;1;registry
1315;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;133;False;-3.7478769999999995;-38.576634999999996;220.43;2019-12-10T14:04:50.996846645Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;928897356;;2;-103;7.8;0;-3.7464726;-38.578144;1;registry
1316;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;137;False;-3.7478769999999995;-38.576634999999996;220.43;2019-12-10T14:04:52.185694099Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;930089627;;2;-106;5.2;0;-3.7464726;-38.578144;1;registry
1317;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;134;False;-3.747878;-38.576634999999996;220.51;2019-12-10T14:04:54.51920832Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;932418644;;2;-105;6.8;0;-3.7464726;-38.578144;1;registry
1318;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;138;False;-3.747878;-38.576634999999996;220.51;2019-12-10T14:04:55.360858107Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;933261971;;2;-105;5.2;0;-3.7464726;-38.578144;1;registry
1319;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;135;False;-3.747878;-38.576634999999996;220.51;2019-12-10T14:04:59.063732504Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;936961252;;2;-108;4.0;0;-3.7464726;-38.578144;1;registry
1323;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;141;False;-3.747899;-38.576592;225.64;2019-12-10T14:05:07.998479076Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;945899219;;2;-107;6.0;0;-3.7464726;-38.578144;1;registry
1347;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;152;False;-3.747796;-38.576004;272.31;2019-12-10T14:06:07.579988453Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1005481332;;2;-115;-2.5;0;-3.7464726;-38.578144;1;registry
1348;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;153;False;-3.747792;-38.576005;271.99;2019-12-10T14:06:11.837742383Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1009740420;;2;-115;-4.8;0;-3.7464726;-38.578144;1;registry
1349;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;157;False;-3.747792;-38.576005;271.99;2019-12-10T14:06:12.389876361Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1010293651;;2;-114;-5.0;0;-3.7464726;-38.578144;1;registry
1350;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;154;False;-3.747789;-38.576008;271.53;2019-12-10T14:06:16.772764402Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1014672420;;2;-115;-2.2;0;-3.7464726;-38.578144;1;registry
1351;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;158;False;-3.747789;-38.576008;271.53;2019-12-10T14:06:17.041644897Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1014806699;;2;-117;-5.2;0;-3.7464726;-38.578144;1;registry
1352;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;159;False;-3.7477910000000003;-38.575998999999996;272.51;2019-12-10T14:06:21.345523552Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1019251731;;2;-114;-7.5;0;-3.7464726;-38.578144;1;registry
1353;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;156;False;-3.7477910000000003;-38.575996999999994;272.7;2019-12-10T14:06:24.614394741Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1022505924;;2;-117;-5.5;0;-3.7464726;-38.578144;1;registry
1354;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;160;False;-3.7477910000000003;-38.575996999999994;272.7;2019-12-10T14:06:25.931005358Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1023835547;;2;-114;-2.2;0;-3.7464726;-38.578144;1;registry
1355;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;161;False;-3.747793;-38.575996999999994;272.81;2019-12-10T14:06:30.494459222Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1028392779;;2;-114;-1.0;0;-3.7464726;-38.578144;1;registry
1356;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;158;False;-3.747793;-38.575998;272.72;2019-12-10T14:06:31.562278647Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1029460644;;2;-117;-5.0;0;-3.7464726;-38.578144;1;registry
1357;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;162;False;-3.7477940000000003;-38.575998;272.77;2019-12-10T14:06:33.667059479Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1031565115;;2;-117;-3.5;0;-3.7464726;-38.578144;1;registry
1358;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;159;False;-3.7477940000000003;-38.575998;272.77;2019-12-10T14:06:36.424911314Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1034324764;;2;-111;-4.8;0;-3.7464726;-38.578144;1;registry
1359;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;163;False;-3.7477949999999995;-38.575998;272.83;2019-12-10T14:06:36.957255195Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1034863579;;2;-114;-2.2;0;-3.7464726;-38.578144;1;registry
1360;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;164;False;-3.7477949999999995;-38.575998;272.83;2019-12-10T14:06:40.138167219Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1038035907;;2;-114;-1.0;0;-3.7464726;-38.578144;1;registry
1361;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;160;False;-3.7477949999999995;-38.575998;272.83;2019-12-10T14:06:40.64810835Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1038551404;;2;-114;-3.5;0;-3.7464726;-38.578144;1;registry
1362;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;165;False;-3.747796;-38.575998;272.88;2019-12-10T14:06:44.977036509Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1042877915;;2;-115;-3.5;0;-3.7464726;-38.578144;1;registry
1363;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;161;False;-3.747796;-38.575998;272.88;2019-12-10T14:06:45.47847587Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1043371236;;2;-114;-0.5;0;-3.7464726;-38.578144;1;registry
1364;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;162;False;-3.7477949999999995;-38.575996;273.02;2019-12-10T14:06:49.315779464Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1047214212;;2;-114;-6.0;0;-3.7464726;-38.578144;1;registry
1365;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;167;False;-3.7477940000000003;-38.575996999999994;272.87;2019-12-10T14:06:53.180964117Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1051077491;;2;-117;-5.2;0;-3.7464726;-38.578144;1;registry
1366;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;163;False;-3.7477940000000003;-38.575996999999994;272.87;2019-12-10T14:06:54.205979483Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1052098980;;2;-115;-2.8;0;-3.7464726;-38.578144;1;registry
1367;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;164;False;-3.747792;-38.576;272.47;2019-12-10T14:06:58.64899123Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1056549916;;2;-113;-1.2;0;-3.7464726;-38.578144;1;registry
1368;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;165;False;-3.7477910000000003;-38.576002;272.22;2019-12-10T14:07:02.49706824Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1060396076;;2;-114;-6.8;0;-3.7464726;-38.578144;1;registry
1369;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;170;False;-3.747789;-38.576005;271.82;2019-12-10T14:07:05.833594586Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1063739875;;2;-115;-5.0;0;-3.7464726;-38.578144;1;registry
1370;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;166;False;-3.747789;-38.576005;271.82;2019-12-10T14:07:06.933649159Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1064832276;;2;-115;-1.8;0;-3.7464726;-38.578144;1;registry
1376;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;188;False;-3.7475050000000003;-38.575134999999996;348.03;2019-12-10T14:08:39.834764779Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1157737332;;2;-115;-5.2;0;-3.7464726;-38.578144;1;registry
1377;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;189;False;-3.7475059999999996;-38.575128;348.8;2019-12-10T14:08:43.857868001Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1161757388;;2;-115;-2.0;0;-3.7464726;-38.578144;1;registry
1378;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;196;False;-3.7475099999999997;-38.575128;348.93;2019-12-10T14:08:48.118428488Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1166017363;;2;-115;-6.2;0;-3.7464726;-38.578144;1;registry
1379;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;190;False;-3.7475099999999997;-38.575128;348.93;2019-12-10T14:08:48.690919674Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1166586092;;2;-117;-5.2;0;-3.7464726;-38.578144;1;registry
1380;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;197;False;-3.7475110000000003;-38.575127;349.07;2019-12-10T14:08:52.757359066Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1170651339;;2;-115;-6.2;0;-3.7464726;-38.578144;1;registry
1381;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;191;False;-3.7475110000000003;-38.575127;349.07;2019-12-10T14:08:53.065679052Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1170963252;;2;-114;-2.8;0;-3.7464726;-38.578144;1;registry
1382;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;198;False;-3.7475129999999996;-38.575125;349.35;2019-12-10T14:08:56.653077732Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1174559283;;2;-117;-4.0;0;-3.7464726;-38.578144;1;registry
1383;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;192;False;-3.7475129999999996;-38.575125;349.35;2019-12-10T14:08:57.68020114Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1175579444;;2;-113;0.0;0;-3.7464726;-38.578144;1;registry
1384;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;199;False;-3.7475120000000004;-38.575125;349.32;2019-12-10T14:09:01.267130811Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1179169659;;2;-115;-4.8;0;-3.7464726;-38.578144;1;registry
1385;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;193;False;-3.7475129999999996;-38.575124;349.46;2019-12-10T14:09:01.843098467Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1179741156;;2;-115;-3.2;0;-3.7464726;-38.578144;1;registry
1386;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;200;False;-3.7475129999999996;-38.575123;349.56;2019-12-10T14:09:04.444094755Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1182341979;;2;-117;-6.2;0;-3.7464726;-38.578144;1;registry
1387;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;194;False;-3.7475129999999996;-38.575123;349.56;2019-12-10T14:09:06.794496615Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1184690860;;2;-115;-5.8;0;-3.7464726;-38.578144;1;registry
1388;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;201;False;-3.7475099999999997;-38.575128;348.93;2019-12-10T14:09:07.869001974Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1185512787;;2;-115;-8.0;0;-3.7464726;-38.578144;1;registry
1389;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;195;False;-3.7475059999999996;-38.575126000000004;349.01;2019-12-10T14:09:10.039017015Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1187937676;;2;-117;-6.2;0;-3.7464726;-38.578144;1;registry
1390;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;196;False;-3.747504;-38.575109000000005;350.75;2019-12-10T14:09:13.283959623Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1191177844;;2;-117;-5.0;0;-3.7464726;-38.578144;1;registry
1391;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;204;False;-3.747503;-38.575113;350.29;2019-12-10T14:09:18.516444911Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1196419955;;2;-117;-8.5;0;-3.7464726;-38.578144;1;registry
1392;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;198;False;-3.747504;-38.575113;350.32;2019-12-10T14:09:20.353028461Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1198248396;;2;-117;-6.2;0;-3.7464726;-38.578144;1;registry
1393;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;205;False;-3.747503;-38.575115999999994;349.97;2019-12-10T14:09:23.238696561Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1201140979;;2;-114;-6.5;0;-3.7464726;-38.578144;1;registry
1394;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;199;False;-3.747503;-38.575113;350.29;2019-12-10T14:09:23.590339716Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1201488572;;2;-115;-6.2;0;-3.7464726;-38.578144;1;registry
1395;bus_gps_data;gps_sensor_2;00BF0D991239A86F;1;200;False;-3.7475080000000003;-38.575109999999995;350.77;2019-12-10T14:09:27.623144633Z;916.8;LORA;SF8BW125;143872000;4/5;eui-b827ebfffeb50b01;1205521876;;2;-115;-3.5;0;-3.7464726;-38.578144;1;registry
1396;bus_gps_data;gps_sensor_3;00FE34D3ADF70D99;1;207;False;-3.7475089999999995;-38.575108;351.02;2019-12-10T14:09:30.14037974Z;916.8;LORA;SF7BW125;77056000;4/5;eui-b827ebfffeb50b01;1208045811;;2;-114;-5.8;0;-3.7464726;-38.578144;1;registry
